Date : 2023-09-18 10:18:24
Directory : /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src
Total : 162 files,  28479 codes, 213 comments, 910 blanks, all 29602 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/configs                                                                                                               |          1 |          5 |          0 |          2 |          7 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages                                                                                                                 |         12 |        331 |          7 |         61 |        399 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages (Files)                                                                                                         |         10 |        299 |          5 |         53 |        357 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/pages/api                                                                                                             |          2 |         32 |          2 |          8 |         42 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux                                                                                                                 |          9 |        331 |         31 |         62 |        424 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux (Files)                                                                                                         |          1 |         11 |          2 |          5 |         18 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers                                                                                                        |          8 |        320 |         29 |         57 |        406 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers (Files)                                                                                                |          5 |        170 |         25 |         38 |        233 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/redux/reducers/forms                                                                                                  |          3 |        150 |          4 |         19 |        173 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/styles                                                                                                                |          2 |         24 |          2 |          4 |         30 |
| Dashboard/frontend/conjuring_escaperoom_dashboard/src/utils                                                                                                                 |          1 |         60 |          0 |         15 |         75 |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                                                    | language           | code       | comment    | blank      | total      |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/.env                                                                                        | Properties         |         12 |          0 |          0 |         12 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/config/cors.ts                                                                              | TypeScript         |         10 |          0 |          4 |         14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/config/database.ts                                                                          | TypeScript         |          6 |          0 |          4 |         10 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/controllers/crossController.ts                                                              | TypeScript         |        106 |          2 |         12 |        120 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/controllers/goblinFinderController.ts                                                       | TypeScript         |         65 |          0 |         11 |         76 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/config/cors.js                                                                         | JavaScript         |         11 |          0 |          1 |         12 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/config/database.js                                                                     | JavaScript         |          8 |          0 |          1 |          9 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/cross/crossController.js                                                   | JavaScript         |         60 |          0 |          1 |         61 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/crossController.js                                                         | JavaScript         |        125 |          2 |          1 |        128 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/dirFilesSender.js                                                          | JavaScript         |         15 |          0 |          1 |         16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/fileManager.js                                                             | JavaScript         |         33 |          0 |          1 |         34 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/goblinFinder.js                                                            | JavaScript         |         61 |          0 |          1 |         62 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/goblinFinderController.js                                                  | JavaScript         |         76 |          0 |          1 |         77 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/recieverController.js                                                      | JavaScript         |         31 |          0 |          1 |         32 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/index.js                                                                               | JavaScript         |         59 |          3 |          1 |         63 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/deleteByID copy.js                                                          | JavaScript         |         31 |          0 |          1 |         32 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/deleteByID.js                                                               | JavaScript         |         47 |          2 |          1 |         50 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/filesystem/createDirectory.js                                               | JavaScript         |         18 |          3 |          1 |         22 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/filesystem/downloadFiles.js                                                 | JavaScript         |         40 |          0 |          1 |         41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/filesystem/uploadFiles.js                                                   | JavaScript         |         20 |          0 |          1 |         21 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/getAll.js                                                                   | JavaScript         |         31 |          0 |          1 |         32 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/saveToDB copy.js                                                            | JavaScript         |         31 |          0 |          1 |         32 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/saveToDB.js                                                                 | JavaScript         |         32 |          0 |          1 |         33 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/updateByID.js                                                               | JavaScript         |         38 |          0 |          1 |         39 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/models/cross/crossModel.js                                                             | JavaScript         |         35 |          0 |          1 |         36 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/models/crossModel copy.js                                                              | JavaScript         |         29 |          0 |          1 |         30 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/models/crossModel.js                                                                   | JavaScript         |         29 |          0 |          1 |         30 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/models/playerModel.js                                                                  | JavaScript         |         18 |          0 |          1 |         19 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/models/recieverModel.js                                                                | JavaScript         |         15 |          0 |          1 |         16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/models/senderModel.js                                                                  | JavaScript         |         15 |          0 |          1 |         16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/models/teamModel.js                                                                    | JavaScript         |         14 |          0 |          1 |         15 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/routes/cross/crossRouter.js                                                            | JavaScript         |          2 |          0 |          1 |          3 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/routes/crossRouter copy.js                                                             | JavaScript         |         17 |          0 |          1 |         18 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/routes/crossRouter.js                                                                  | JavaScript         |         17 |          0 |          1 |         18 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/routes/gameRouter.js                                                                   | JavaScript         |         21 |          0 |          1 |         22 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/routes/goblinFinder.js                                                                 | JavaScript         |         17 |          0 |          1 |         18 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/routes/recieverRouter.js                                                               | JavaScript         |         21 |          0 |          1 |         22 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/utils/date.js                                                                          | JavaScript         |         13 |          0 |          1 |         14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/utils/server/createDatabase.js                                                         | JavaScript         |         46 |          3 |          1 |         50 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/index.ts                                                                                    | TypeScript         |         42 |          3 |         20 |         65 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/deleteByID.ts                                                                    | TypeScript         |         40 |          2 |          7 |         49 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/filesystem/createDirectory.ts                                                    | TypeScript         |         14 |          3 |          6 |         23 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/filesystem/uploadFiles.ts                                                        | TypeScript         |         16 |          0 |          5 |         21 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/getAll.ts                                                                        | TypeScript         |         25 |          0 |          4 |         29 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/saveToDB.ts                                                                      | TypeScript         |         26 |          0 |          5 |         31 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/updateByID.ts                                                                    | TypeScript         |         36 |          0 |          7 |         43 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/models/crossModel.ts                                                                        | TypeScript         |         28 |          0 |          3 |         31 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/models/playerModel.ts                                                                       | TypeScript         |         15 |          0 |          2 |         17 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/models/recieverModel.ts                                                                     | TypeScript         |         12 |          0 |          2 |         14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/package-lock.json                                                                           | JSON               |      3,400 |          0 |          1 |      3,401 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/package.json                                                                                | JSON               |         40 |          0 |          1 |         41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/routes/crossRouter.ts                                                                       | TypeScript         |         12 |          0 |          4 |         16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/routes/gameRouter.ts                                                                        | TypeScript         |         16 |          0 |          5 |         21 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/routes/goblinFinder.ts                                                                      | TypeScript         |         12 |          0 |          6 |         18 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/routes/recieverRouter.ts                                                                    | TypeScript         |         16 |          0 |          4 |         20 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/tsconfig.json                                                                               | JSON with Comments |         11 |         90 |          9 |        110 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/utils/date.ts                                                                               | TypeScript         |          9 |          0 |          1 |         10 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/.eslintrc.json                                              | JSON with Comments |          3 |          0 |          1 |          4 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/README.md                                                   | Markdown           |         23 |          0 |         16 |         39 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/next.config.js                                              | JavaScript         |          4 |          1 |          2 |          7 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/package-lock.json                                           | JSON               |     18,949 |          0 |          1 |     18,950 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/package.json                                                | JSON               |         42 |          0 |          1 |         43 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/postcss.config.js                                           | JavaScript         |          6 |          0 |          0 |          6 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/public/next.svg                                             | XML                |          1 |          0 |          0 |          1 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/public/thirteen.svg                                         | XML                |          1 |          0 |          0 |          1 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/public/vercel.svg                                           | XML                |          1 |          0 |          0 |          1 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/api/addModel.ts                                         | TypeScript         |         22 |          0 |          1 |         23 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/api/deleteModel.ts                                      | TypeScript         |         17 |          0 |          1 |         18 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/api/initiateRedux.ts                                    | TypeScript         |         13 |          0 |          1 |         14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/api/updateModel.ts                                      | TypeScript         |         21 |          0 |          1 |         22 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/AbsoluteIconButton.tsx                       | TypeScript JSX     |         36 |          0 |          5 |         41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Button.tsx                                   | TypeScript JSX     |         56 |          0 |         11 |         67 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Button/Button.tsx                            | TypeScript JSX     |         56 |          0 |         11 |         67 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Button/ButtonGroup.tsx                       | TypeScript JSX     |          0 |          0 |          1 |          1 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Card.tsx                                | TypeScript JSX     |         52 |          0 |         10 |         62 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/CardImage.tsx                           | TypeScript JSX     |         19 |          0 |          5 |         24 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Cardbox.tsx                             | TypeScript JSX     |        118 |          3 |         19 |        140 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Carousel.tsx                            | TypeScript JSX     |         49 |          1 |          8 |         58 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Paragraph.tsx                           | TypeScript JSX     |         12 |          0 |          5 |         17 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Title.tsx                               | TypeScript JSX     |         12 |          0 |          4 |         16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cards/TeamCard.tsx                           | TypeScript JSX     |         36 |          1 |          5 |         42 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/Cross.tsx                              | TypeScript JSX     |         76 |          0 |         11 |         87 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/DeviceInfo.tsx                         | TypeScript JSX     |         39 |          0 |          5 |         44 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/IDFields.tsx                           | TypeScript JSX     |        126 |          0 |         12 |        138 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/Information.tsx                        | TypeScript JSX     |         58 |          2 |          9 |         69 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/LEDs.tsx                               | TypeScript JSX     |         63 |          0 |         12 |         75 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/Relay.tsx                              | TypeScript JSX     |         55 |          0 |          9 |         64 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/RelayFields.tsx                        | TypeScript JSX     |         54 |          0 |         14 |         68 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/Sensitivity.tsx                        | TypeScript JSX     |         55 |          0 |          9 |         64 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/SensitivityFields.tsx                  | TypeScript JSX     |         53 |          0 |         15 |         68 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/SevenSegmentDisplay.tsx                | TypeScript JSX     |         49 |          0 |          9 |         58 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/TimeFields.tsx                         | TypeScript JSX     |         95 |          1 |         17 |        113 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/index.tsx                              | TypeScript JSX     |         55 |          0 |          6 |         61 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/sections/Actuator.tsx                  | TypeScript JSX     |         63 |          0 |         13 |         76 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/sections/Scores.tsx                    | TypeScript JSX     |        100 |          0 |         15 |        115 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/Button.tsx                    | TypeScript JSX     |         19 |          0 |          6 |         25 |
